COUNTRY,CITY,CUSTOMER,SN,WZPROBE,FLAGDATE,FLAGA,FLAGB,FLAGC
"CHINA","???","???????????? ?????????","ISR52249","2.1",10/25/2019 8:54:29 AM,"NO","NO","YES"
"SWITZERLAND","Geneve","Dianalabs SA","ISR02803","1.3",10/25/2019 9:07:35 AM,"YES","NO","NO"
"SOUTH KOREA","?????","????","ISR02015","2.1",10/25/2019 12:45:13 PM,"NO","NO","YES"
"USA","AUSTIN","CLINIC PATHOLOGY LABOR","ISR52288","1.1",10/25/2019 4:47:51 AM,"NO","YES","NO"
"KAZAKHSTAN","ALMATY","INVIVO ALMATY","ISR53432","1.1",10/25/2019 4:48:24 AM,"NO","NO","YES"
"TURKEY","SAKARYA","SAKARYA YENIKENT DEVLE","ISR50392","2.1",10/25/2019 12:01:12 PM,"NO","NO","YES"
"CHINA","???","???????","ISR50217","2.1",10/25/2019 10:10:20 AM,"NO","NO","YES"
"TURKEY","IGDIR","IGDIR DEVLET HAS","ISR06602","1.1",10/25/2019 11:33:09 AM,"NO","NO","YES"
"RUSSIA","Surgut","CLIN. CENTRE OF PERINA","ISR05294","2.2",10/25/2019 11:06:52 AM,"YES","NO","NO"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR52806","2.1",10/25/2019 10:39:26 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR62189","2.3",10/25/2019 12:11:36 PM,"NO","NO","YES"
"CHINA","???","??????????????","ISR62094","2.1",10/25/2019 10:19:40 AM,"NO","NO","YES"
"TURKEY","IZMIR","IZMIR MEDIKAL PARK HAS","ISR06808","2.1",10/25/2019 12:45:50 PM,"NO","NO","YES"
"CHINA","???","????????????","ISR51537","1.1",10/25/2019 8:38:22 AM,"NO","YES","NO"
"SWITZERLAND","Coppet VD","UNILABS","ISR54748","2.2",10/25/2019 3:07:32 PM,"NO","NO","YES"
"ROMANIA","BUCURESTI","S.C. MEDLIFE","ISR55208","2.1",10/25/2019 2:08:31 PM,"NO","NO","YES"
"TURKEY","SAMSUN","BAFRA NAFIZ KURT DEVLE","ISR03054","2.1",10/25/2019 3:38:48 PM,"NO","NO","YES"
"CHINA","??","????????","ISR54612","1.1",10/25/2019 11:02:48 AM,"NO","NO","YES"
"SOUTH KOREA","???","?????? ????","ISR50263","1.1",10/25/2019 2:30:27 PM,"NO","NO","YES"
"ITALY","ANZIO","Presidio Ospedaliero d","ISR62774","2.1",10/25/2019 12:24:49 PM,"NO","NO","YES"
"CHINA","???","???????????????","ISR61871","2.1",10/25/2019 11:37:38 AM,"NO","NO","YES"
"AUSTRIA","WIEN","INSTITUT FÜR MED UND C","ISR05243","1.1",10/25/2019 9:06:30 AM,"NO","NO","YES"
"JAPAN","???","????????","ISR50021","1.3",10/25/2019 9:06:35 AM,"YES","NO","YES"
"USA","WAUSAU","ASPIRUS WAUSAU HOSPITA","I1SR55586","1.2",10/25/2019 7:31:30 AM,"YES","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR52789","1.1",10/25/2019 10:39:53 AM,"NO","NO","YES"
"GERMANY","BERLIN","PARK KLINIK DIAGNOSTIK","ISR04324","2.1",10/25/2019 3:34:11 PM,"NO","NO","YES"
"UK","BIRMINGHAM","BIRMINGHAM HEARTLANDS ","ISR05098","2.3",10/25/2019 4:43:28 PM,"NO","NO","YES"
"TURKEY","ANKARA","ISTINYE UNIV. LIV HAST","I1SR61198","1.3",10/25/2019 10:47:24 AM,"NO","NO","YES"
"BRAZIL","ITAJAI-SC","UNIMED LITORAL - 56628","ISR62439","2.1",10/25/2019 1:41:52 PM,"NO","NO","YES"
"CHINA","??","???????????????","ISR52133","1.2",10/25/2019 12:02:31 AM,"YES","NO","NO"
"CHINA","??","????????????? (???????","ISR62909","2.1",10/25/2019 10:46:35 AM,"NO","NO","YES"
"INDIA","NEW DELHI, DELHI","U FIRST DIAGNOSTICS HE","ISR62308","1.3",10/25/2019 5:22:56 PM,"NO","NO","YES"
"RUSSIA","Perm'","MEDLABEXPRESS","ISR63214","1.1",10/25/2019 11:42:22 AM,"NO","NO","YES"
"CHINA","???","??????????????","ISR62591","2.1",10/25/2019 12:44:39 PM,"NO","NO","YES"
"TURKEY","ISTANBUL","MEDICAL PARK-BAHCELIEV","ISR07411","2.1",10/25/2019 2:43:21 PM,"NO","YES","NO"
"CHINA","???","???????????? ?????????","ISR06314","1.1",10/25/2019 11:50:13 AM,"NO","NO","YES"
"CHINA","?????","?????????","ISR62055","2.1",10/25/2019 10:04:07 AM,"NO","NO","YES"
"FRANCE","NEUILLY","D'EYLAU","ISR53514","2.1",10/25/2019 6:24:55 PM,"NO","NO","YES"
"VIETNAM","Tay Ninh","Tay Ninh Hospital","I1SR60253","1.3",10/25/2019 8:57:12 AM,"NO","NO","YES"
"SOUTH KOREA","???","(?)??????????????","ISR55302","1.1",10/25/2019 9:34:21 AM,"NO","NO","YES"
"CHINA","??","??????????","ISR56162","2.1",10/25/2019 9:24:12 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR62189","1.3",10/25/2019 11:44:53 AM,"NO","NO","YES"
"CHINA","???","????????????????????","ISR54046","2.1",10/25/2019 8:58:50 AM,"NO","NO","YES"
"CHINA","?????","????????(???????)","ISR61296","1.1",10/25/2019 9:01:12 AM,"NO","NO","YES"
"CHINA","???","???????????????(??????","ISR50665","2.3",10/25/2019 8:58:16 AM,"YES","NO","YES"
"FRANCE","PARIS","EUROFINS CEF BOULARD P","I1SR03166","1.2",10/25/2019 8:43:28 AM,"YES","NO","NO"
"COLOMBIA","Rionegro, Antioquia","ABA CIENTIFICA - CLINI","ISR55788","2.1",10/25/2019 9:37:05 AM,"NO","NO","YES"
"SAUDI ARABIA","RIYADH","DR.SULAIMAN AL HABIB H","ISR55885","2.1",10/25/2019 4:07:10 AM,"NO","NO","YES"
"JAPAN","????","??????????","I1SR52367","1.3",10/25/2019 11:17:22 AM,"NO","NO","YES"
"JAPAN","???","??????????????","ISR60584","2.1",10/25/2019 2:47:45 AM,"NO","NO","YES"
"SOUTH KOREA","?????","????? ????","I1SR50653","1.3",10/25/2019 11:28:17 AM,"NO","NO","YES"
"CHINA","??","??????????","ISR62695","2.1",10/25/2019 9:55:46 AM,"NO","NO","YES"
"BRAZIL","Sorocaba","DB Medicina Diagnostic","ISR02990","2.1",10/25/2019 5:11:33 PM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR62189","1.2",10/25/2019 11:19:41 AM,"NO","NO","YES"
"THAILAND","A.MUNGSONGKHLA","SONGKHLA HOPSITAL","I202964","1.1",10/25/2019 10:19:39 AM,"NO","NO","YES"
"UK","BIRMINGHAM","BIRMINGHAM HEARTLANDS ","ISR05098","2.2",10/25/2019 4:50:04 PM,"NO","NO","YES"
"CHINA","???","????????? ????????????","ISR54411","2.1",10/25/2019 9:21:00 AM,"NO","NO","YES"
"FRANCE","PIERRE BENITE CEDEX","LYON SUD","ISR50575","2.1",10/25/2019 9:40:25 AM,"NO","NO","YES"
"CHINA","???","????????????","ISR62649","1.1",10/25/2019 9:24:36 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR06267","1.2",10/25/2019 3:20:08 PM,"NO","NO","YES"
"TURKEY","KONYA","*MEDICANA SAMSUN","ISR05565","2.1",10/25/2019 10:15:53 AM,"NO","NO","YES"
"SPAIN","SALAMANCA","EUROFINS HOSPITAL SANT","ISR03355","2.1",10/25/2019 10:40:35 AM,"NO","NO","YES"
"CZECH REPUBLIC","Ústí nad Labem","Diagnostika s.r.o.","ISR06262","2.1",10/25/2019 9:53:26 AM,"NO","NO","YES"
"TURKEY","BURSA","ESKISEHIR YUNUS EMRE D","ISR04474","2.1",10/25/2019 2:07:54 PM,"NO","NO","YES"
"TURKEY","BURSA","GEDIZ DEVLET HASTANESI","ISR07479","2.1",10/25/2019 12:16:45 PM,"NO","NO","YES"
"IRELAND","CORK","CORK UNIVERSITY HOSPIT","ISR55143","2.1",10/25/2019 9:54:43 AM,"NO","NO","YES"
"AUSTRIA","WIEN","INSTITUT FÜR MED UND C","ISR05331","2.1",10/25/2019 4:38:02 PM,"NO","NO","YES"
"TURKEY","BURSA","BALIKESIR ATATURK DEVL","ISR01884","2.1",10/25/2019 10:15:44 AM,"NO","NO","YES"
"UK","LARBERT","FORTH VALLEY ROYAL HOS","ISR05270","1.2",10/25/2019 1:36:53 PM,"NO","YES","NO"
"TURKEY","BOLU","ABANT IZZET BAYSAL","ISR05377","1.1",10/25/2019 12:41:04 PM,"NO","NO","YES"
"RUSSIA","Krasnodar","MBUZ DGKB # 1","ISR53402","1.1",10/25/2019 12:17:23 AM,"NO","NO","YES"
"BELGIUM","ANTWERPEN","A.M.L. BVBA","ISR06867","2.1",10/25/2019 3:33:55 PM,"NO","NO","YES"
"RUSSIA",",","OOO ""SERVISINSTRUMENT""","ISR53992","1.2",10/25/2019 3:04:41 PM,"YES","NO","NO"
"JAPAN","???","????????","ISR53906","1.1",10/25/2019 9:57:30 AM,"NO","NO","YES"
"BRAZIL","Sorocaba","DB Medicina Diagnostic","ISR06719","1.2",10/25/2019 5:34:13 AM,"YES","NO","NO"
"ARGENTINA","BUENOS AIRES","HTAL ARGERICH","ISR07280","1.3",10/25/2019 10:35:41 AM,"NO","NO","YES"
"CHINA","???","????????","ISR08020","1.1",10/25/2019 9:23:49 AM,"NO","NO","YES"
"CHINA","???","?????????","ISR62317","2.1",10/25/2019 10:51:57 AM,"NO","NO","YES"
"CHINA","???","??????????","ISR54844","1.1",10/25/2019 11:15:37 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","LIV HOSPITAL ULUS","I1SR01790","1.2",10/25/2019 12:26:53 PM,"NO","NO","YES"
"CHINA","???","????????????","ISR62092","2.1",10/25/2019 10:22:18 AM,"NO","NO","YES"
"SPAIN","GUADALAJARA","HOSPITAL GENERAL UNIVE","ISR06839","2.1",10/25/2019 1:24:42 PM,"NO","NO","YES"
"CHINA","??","??????????","ISR52515","2.1",10/25/2019 12:08:09 PM,"NO","NO","YES"
"CHINA","??","????????????","ISR63538","2.3",10/25/2019 9:45:44 AM,"NO","NO","YES"
"MALAYSIA","Shah Alam","B.P. CLINICAL LAB S/B","ISR04126","1.1",10/25/2019 3:22:46 PM,"NO","NO","YES"
"TURKEY","DIYARBAKI","MALATYA HALK SAGLIK LA","ISR53184","2.1",10/25/2019 12:07:20 PM,"NO","NO","YES"
"TURKEY","MUGLA","MUGLA YUCELEN HASTANES","ISR53293","1.1",10/25/2019 10:15:51 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","YEDIKULE SURP PIRGIC E","I1SR50749","1.2",10/25/2019 12:09:50 PM,"NO","NO","YES"
"TURKEY","SAKARYA","SAKARYA DEVLET HASTANE","ISR02412","2.2",10/25/2019 2:04:56 PM,"NO","NO","YES"
"BRAZIL","SAO PAULO - SP","DIR SAO MIGUEL PAULIST","ISR51463","2.3",10/25/2019 10:59:59 AM,"YES","NO","YES"
"BELGIUM","GENK","Klinisch Labo Rigo BVB","ISR06580","1.1",10/25/2019 2:25:18 PM,"NO","NO","YES"
"GERMANY","Nürnberg","SYNLAB MVZ NÜRNBERG","ISR50806","2.1",10/25/2019 8:16:52 PM,"NO","NO","YES"
"CHINA","??","????????????","ISR55100","1.1",10/25/2019 9:15:25 AM,"NO","NO","YES"
"BRAZIL","LONDRINA PR","AUTARQUIA SERV MUNIC S","ISR55571","2.1",10/25/2019 12:05:34 PM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR06267","2.2",10/25/2019 3:27:29 PM,"NO","NO","YES"
"CHINA","??","???????????","ISR54210","1.1",10/25/2019 9:15:06 AM,"NO","NO","YES"
"TURKEY","BOLU","OZEL CAGSU HASTANESI","ISR03291","1.2",10/25/2019 8:31:56 AM,"NO","YES","NO"
"TURKEY","ISPARTA","ISPARTA HALK SAGLIGI M","ISR50172","2.1",10/25/2019 3:19:04 PM,"NO","NO","YES"
"JAPAN","???","???????????????? ??","ISR60586","2.1",10/25/2019 3:14:00 AM,"NO","NO","YES"
"BELARUS","MINSK","UP BELMEDTECHNIKA","ISR05384","2.2",10/25/2019 1:25:18 PM,"NO","YES","NO"
"TURKEY","BURSA","BANDIRMA DEVLET HASTAN","ISR55265","1.2",10/25/2019 12:58:35 PM,"NO","NO","YES"
"TURKEY","DENIZLI","ERPA OZEL SAGLIK HAST","ISR06642","1.2",10/25/2019 10:30:23 AM,"NO","NO","YES"
"SPAIN","BARCELONA","LAB. ECHEVARNE ANALISI","I201982","2.1",10/25/2019 5:45:25 PM,"NO","NO","YES"
"CHINA","???","????????","ISR51869","2.1",10/25/2019 1:10:17 PM,"NO","NO","YES"
"CHINA","???","???????????? ???????","ISR50779","2.1",10/25/2019 9:40:41 AM,"YES","NO","NO"
"TURKEY","ISTANBUL","LIV HOSPITAL ULUS","I1SR01790","1.3",10/25/2019 2:13:43 PM,"NO","NO","YES"
"ROMANIA","BUCURESTI","S.C. MEDLIFE","ISR55206","2.1",10/25/2019 3:48:52 PM,"NO","NO","YES"
"FRANCE","LOUVRES","SELARL BIO K","ISR03967","1.1",10/25/2019 11:34:21 AM,"NO","NO","YES"
"CHINA","???","???????","ISR55978","1.2",10/25/2019 1:36:37 PM,"NO","NO","YES"
"UK","AYLESBURY","STOKE MANDEVILLE HOSPI","ISR02552","1.2",10/25/2019 9:26:56 AM,"NO","YES","NO"
"CHINA","???","???????????? ?????????","ISR60533","1.1",10/25/2019 9:24:29 AM,"NO","NO","YES"
"SPAIN","LA LAGUNA","HOSPITAL UNIVERSITARIO","ISR04914","2.1",10/25/2019 2:12:13 PM,"NO","NO","YES"
"GERMANY","München","LABOR BECKER & KOLLEGE","ISR50011","2.1",10/25/2019 2:20:00 PM,"NO","NO","YES"
"CHINA","???","???????????????","ISR53654","1.1",10/25/2019 8:04:27 AM,"YES","NO","YES"
"CHINA","???","??????????","ISR62387","2.1",10/25/2019 11:53:12 AM,"NO","NO","YES"
"BRAZIL","SALVADOR","Dasa NE - LAB LEME","ISR50638","2.1",10/25/2019 4:53:42 PM,"NO","NO","YES"
"JAPAN","????","?????????","I1SR01305","1.2",10/25/2019 1:29:04 AM,"NO","NO","YES"
"USA","NEW YORK","MEMO SLOAN KETTERING C","ISR53074","2.1",10/25/2019 12:50:35 AM,"NO","NO","YES"
"CHINA","??","?????????(??????????)","ISR50804","1.1",10/25/2019 10:47:32 AM,"NO","NO","YES"
"SPAIN","PAMPLONA (NAVARRA)","COMPLEJO HOSPITALARIO ","ISR07729","2.1",10/25/2019 10:08:08 AM,"NO","NO","YES"
"TURKEY","BURSA","ULUDAG UNIV.SAG.UYG.VE","ISR62164","1.1",10/25/2019 2:15:43 PM,"NO","NO","YES"
"INDIA","NEW DELHI, DELHI","U FIRST DIAGNOSTICS HE","ISR62308","1.2",10/25/2019 5:07:20 PM,"NO","NO","YES"
"ITALY","SALERNO","LABORATORIO ANALISI OS","ISR02748","2.1",10/25/2019 12:09:47 PM,"NO","NO","YES"
"CHINA","???","????????","ISR53940","2.1",10/25/2019 11:51:01 AM,"NO","NO","YES"
"CHINA","???","?????????","ISR62578","2.1",10/25/2019 11:26:39 AM,"NO","NO","YES"
"TURKEY","SAKARYA","SAKARYA DEVLET HASTANE","ISR07407","1.1",10/25/2019 1:39:47 PM,"NO","NO","YES"
"TURKEY","SAKARYA","HENDEK DEVLET HAST.","ISR50554","1.1",10/25/2019 11:52:15 AM,"NO","NO","YES"
"ARGENTINA","MAR DEL PLATA","Lab.Bioq. Mar del Plat","ISR52985","1.1",10/25/2019 11:51:20 AM,"NO","NO","YES"
"FRANCE","KOUROU","DE KOUROU","ISR05878","2.2",10/25/2019 11:07:04 AM,"NO","NO","YES"
"HUNGARY","BUDAPEST","DIAGON LTD.","ISR06013","2.1",10/25/2019 9:01:02 AM,"NO","NO","YES"
"TAIWAN","null","????????????????????","ISR03183","2.1",10/25/2019 8:48:09 AM,"NO","YES","NO"
"TURKEY","GAZIANTEP","OZEL DEFA LIFE HAST.","ISR03630","1.1",10/25/2019 9:58:07 AM,"NO","NO","YES"
"FRANCE","BRY SUR MARNE","BIOPATH BRY","ISR07953","2.1",10/25/2019 8:26:00 PM,"NO","NO","YES"
"TURKEY","KOCAELI","MEDICAL PARK KOCAELI","ISR04484","1.3",10/25/2019 10:53:46 AM,"NO","NO","YES"
"FINLAND","HELSINKI","HUSLAB-TALO K1","ISR02381","2.1",10/25/2019 1:29:11 PM,"NO","NO","YES"
"JAPAN","???","???????????????","I203010","1.1",10/25/2019 10:36:54 AM,"NO","NO","YES"
"CHINA","??","??????????","ISR52385","1.1",10/25/2019 8:42:24 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","ISTANBUL EG. ARA. HAST","ISR55641","1.1",10/25/2019 6:11:14 PM,"NO","NO","YES"
"UK","FILTON","NATIONAL BLOOD SERVICE","ISR51613","1.1",10/25/2019 7:22:00 AM,"NO","NO","YES"
"RUSSIA","MOSCOW","CENTRE OF LABORATORY R","ISR06615","2.2",10/25/2019 10:58:14 AM,"YES","NO","YES"
"AUSTRALIA","NORTH RYDE","DOUGLASS HANLY MOIR PA","ISR05972","2.1",10/25/2019 1:13:45 AM,"NO","NO","YES"
"USA","ROUND ROCK","SCOTT AND WHITE ROUND ","ISR52526","1.1",10/25/2019 1:44:15 PM,"NO","NO","YES"
"CHINA","???","????????","ISR62780","2.1",10/25/2019 10:59:22 AM,"NO","NO","YES"
"CHINA","???","???????","ISR56128","1.1",10/25/2019 9:26:39 AM,"NO","NO","YES"
"TURKEY","BOLU","ABANT IZZET BAYSAL","ISR05377","2.1",10/25/2019 12:43:10 PM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR52720","2.1",10/25/2019 12:24:17 PM,"NO","NO","YES"
"JAPAN","???","??????","ISR55737","2.1",10/25/2019 9:47:01 AM,"NO","NO","YES"
"CHINA","???/027","????????????????????","ISR62052","2.1",10/25/2019 10:16:33 AM,"NO","NO","YES"
"TURKEY","TRABZON","TRABZON HALK SAGLIGI","ISR07197","2.1",10/25/2019 2:33:26 PM,"NO","NO","YES"
"CHINA","???","???????(?:?????????)","ISR07308","2.1",10/25/2019 9:32:20 AM,"NO","NO","YES"
"TURKEY","KONYA","*MEDICANA SAMSUN","ISR05565","1.1",10/25/2019 10:30:35 AM,"NO","NO","YES"
"CHINA","???","???????????????","ISR55967","2.1",10/25/2019 10:12:49 AM,"NO","NO","YES"
"CHINA","???","????????????","ISR54609","2.1",10/25/2019 10:09:04 AM,"NO","NO","YES"
"ITALY","TRENTO","Presidio Ospedaliero S","ISR50109","2.1",10/25/2019 1:00:25 PM,"NO","NO","YES"
"CHINA","???","???????????","ISR50997","1.1",10/25/2019 12:40:56 PM,"NO","NO","YES"
"ARGENTINA","MARTINEZ","EXSA S.R.L.","I1SR56697","1.2",10/25/2019 9:22:24 AM,"NO","NO","YES"
"JAPAN","????","????????????????????","ISR52333","2.1",10/25/2019 10:56:19 AM,"NO","NO","YES"
"GERMANY","Augsburg","SYNLAB MED. VERS. ZENT","ISR07102","1.1",10/25/2019 3:28:16 PM,"NO","NO","YES"
"FRANCE","SAINT BRIEUC","PRIMAIRE ASSURANCE MAL","ISR50220","1.2",10/25/2019 3:10:28 PM,"YES","NO","NO"
"CANADA","MISSISSAUGA","LIFELABS MEDICAL LAB -","ISR55539","2.1",10/25/2019 12:49:21 AM,"NO","NO","YES"
"UK","OXFORD","JOHN RADCLIFFE HOSPITA","ISR04049","2.1",10/25/2019 3:36:16 PM,"NO","NO","YES"
"AUSTRALIA","NORTH RYDE","DOUGLASS HANLY MOIR PA","ISR04664","1.1",10/25/2019 2:40:40 PM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR52733","2.2",10/25/2019 11:03:21 PM,"NO","NO","YES"
"BRAZIL","Rio de Janeiro","Liac - Laboratorio de ","ISR08177","2.1",10/25/2019 9:49:57 PM,"NO","NO","YES"
"CHINA","??","??????????","ISR52385","2.1",10/25/2019 9:25:01 AM,"NO","NO","YES"
"CHINA","???","???????????????","ISR50811","1.1",10/25/2019 6:37:36 PM,"NO","NO","YES"
"CHINA","???","?????????","ISR06386","2.1",10/25/2019 9:47:08 AM,"NO","NO","YES"
"JAPAN","????","???????????","ISR54934","1.1",10/25/2019 4:22:51 AM,"NO","NO","YES"
"CHINA","??","???????","ISR60173","1.1",10/25/2019 2:58:25 PM,"NO","NO","YES"
"TURKEY","SAKARYA","SAKARYA EGIT.ARST.HST.","ISR50460","2.1",10/25/2019 12:12:31 PM,"NO","NO","YES"
"TURKEY","BURSA","OZEL CEKIRGE KALP ARTI","ISR03281","1.1",10/25/2019 10:30:14 AM,"NO","NO","YES"
"SPAIN","SALAMANCA","EUROFINS HOSPITAL SANT","ISR03355","2.2",10/25/2019 1:47:01 PM,"NO","NO","YES"
"CHINA","???","??????????? ??????? ??","ISR60063","1.1",10/25/2019 9:22:04 AM,"NO","NO","YES"
"TURKEY","IZMIT","DUZCE ATATURK DEVLET H","ISR55297","1.1",10/25/2019 12:52:23 PM,"NO","NO","YES"
"CHINA","???","???????","ISR52889","1.1",10/25/2019 7:01:50 PM,"NO","NO","YES"
"SPAIN","VALLADOLID","HOSPITAL UNIVERSITARIO","ISR03985","1.3",10/25/2019 8:14:18 AM,"YES","NO","NO"
"UK","BRISTOL","SOUTHMEAD HOSPITAL","ISR53090","2.1",10/25/2019 3:36:45 PM,"NO","NO","YES"
"THAILAND","Thailand","CHAINART HOSP(Q.S.INTE","I1SR02329","1.2",10/25/2019 10:44:05 AM,"YES","NO","NO"
"JAPAN","???","??????????????","ISR53075","2.2",10/25/2019 12:00:00 PM,"NO","NO","YES"
"CHINA","???","??????????","ISR53131","2.1",10/25/2019 10:13:06 AM,"YES","NO","NO"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR52789","2.1",10/25/2019 12:14:19 AM,"NO","NO","YES"
"CHINA","???","??????????","ISR55966","1.1",10/25/2019 11:43:45 AM,"NO","NO","YES"
"CHINA","???","????????????","ISR55845","2.1",10/25/2019 11:10:30 AM,"NO","NO","YES"
"USA","CEDAR RAPIDS","MERCY MEDICAL CENTER","ISR50552","1.1",10/25/2019 12:56:40 AM,"NO","NO","YES"
"JAPAN","???","??????","ISR53831","1.2",10/25/2019 5:48:37 PM,"NO","NO","YES"
"TAIWAN","???","??????????","ISR51864","2.1",10/25/2019 2:21:30 PM,"NO","NO","YES"
"CHINA","???","?????????","ISR55499","1.1",10/25/2019 9:46:24 AM,"NO","NO","YES"
"SPAIN","GUADALAJARA","HOSPITAL GENERAL UNIVE","ISR05034","2.1",10/25/2019 12:17:10 PM,"NO","NO","YES"
"UK","CARSHALTON","ST HELIER HOSPITAL (AB","ISR07923","2.1",10/25/2019 2:11:15 PM,"NO","NO","YES"
"CHINA","???","??????????","ISR62490","2.2",10/25/2019 9:49:13 AM,"NO","NO","YES"
"SLOVAKIA","ZILINA 1","KLINICKA BIOCHEMIA ZIL","ISR05239","2.1",10/25/2019 1:25:11 PM,"NO","NO","YES"
"CHINA","???","????????? ????????????","ISR60337","2.1",10/25/2019 10:40:37 AM,"NO","NO","YES"
"FRANCE","CHAURAY","MEDILAB GROUPE","ISR01628","1.3",10/25/2019 9:41:25 AM,"NO","YES","NO"
"CHINA","??","????????????","ISR63538","2.2",10/25/2019 9:28:02 AM,"NO","NO","YES"
"CHINA","???","???????","ISR60110","2.1",10/25/2019 9:42:22 AM,"NO","NO","YES"
"TURKEY","SAMSUN","BAFRA NAFIZ KURT DEVLE","ISR03054","1.1",10/25/2019 12:06:48 PM,"NO","NO","YES"
"TURKEY","RIZE","RIZE EGITIM ARASTIRMA ","ISR52661","2.1",10/25/2019 9:39:44 AM,"NO","NO","YES"
"VIETNAM","Ha Noi","Hong Ngoc Hospital","I1SR55625","1.2",10/25/2019 12:50:02 PM,"YES","NO","NO"
"PHILIPPINES","PASIG CITY","THE MEDICAL CITY HOSPI","ISR60113","2.2",10/25/2019 1:38:27 AM,"NO","NO","YES"
"CHINA","??","????????","ISR51126","2.1",10/25/2019 10:58:32 AM,"NO","NO","YES"
"TURKEY","ESKISEHIR","OSMANGAZI U.T.F.MIKRO.","ISR06806","2.1",10/25/2019 12:54:18 PM,"NO","NO","YES"
"INDIA","NEW DELHI, DELHI","U FIRST DIAGNOSTICS HE","ISR62308","2.1",10/25/2019 5:59:24 PM,"NO","NO","YES"
"CHINA","???","????????????","ISR60352","2.2",10/25/2019 8:51:06 AM,"NO","NO","YES"
"CHINA","?????","????????????","ISR53847","2.1",10/25/2019 11:30:52 AM,"NO","NO","YES"
"UK","NORWICH","NORFOLK & UNIVERSITY H","ISR01569","1.1",10/25/2019 11:02:33 AM,"NO","NO","YES"
"CHINA","???","?????????","ISR62317","1.1",10/25/2019 10:13:14 AM,"NO","NO","YES"
"BOSNIA AND HERZEGOVINA","MOSTAR","OB RMC MOSTAR","ISR05228","1.1",10/25/2019 11:03:47 AM,"NO","NO","YES"
"CHINA","??","????????????","ISR55101","2.1",10/25/2019 9:25:05 AM,"NO","NO","YES"
"SPAIN","MADRID","HOSPITAL UNIVERSITARIO","ISR05775","2.1",10/25/2019 10:05:02 AM,"NO","NO","YES"
"CANADA","ETOBICOKE","LIFELABS","ISR55041","2.1",10/25/2019 2:53:48 AM,"NO","NO","YES"
"CHINA","???","???????????? ?????????","ISR07365","1.1",10/25/2019 10:34:56 AM,"NO","NO","YES"
"FRANCE","PARIS","DU PARC MONCEAU","ISR50221","1.1",10/25/2019 6:08:08 PM,"NO","NO","YES"
"NEW ZEALAND","CHRISTCHURCH","NZ BLOOD SERVICES","ISR54893","2.3",10/25/2019 8:53:17 AM,"YES","YES","NO"
"SPAIN","IBIZA","HOSPITAL CAN MISSES","ISR02888","2.1",10/25/2019 11:44:19 AM,"NO","NO","YES"
"CHINA","?????","?????????????","ISR61678","1.1",10/25/2019 11:16:14 AM,"NO","NO","YES"
"JAPAN","???","??????·??·??","ISR54450","2.1",10/25/2019 12:02:54 PM,"NO","NO","YES"
"USA","Kansas City","ENCOMPASS MEDICAL GROU","ISR54100","2.1",10/25/2019 8:46:46 AM,"YES","NO","YES"
"ITALY","TAORMINA","Ospedale ""San Vincenzo","ISR06138","1.1",10/25/2019 11:03:48 AM,"NO","NO","YES"
"CHINA","???","????????????","ISR63131","2.1",10/25/2019 9:29:40 AM,"NO","NO","YES"
"JAPAN","???","JA??????","ISR07967","1.2",10/25/2019 11:43:08 AM,"NO","NO","YES"
"CHINA","???","????????????","ISR61774","1.2",10/25/2019 10:42:15 AM,"YES","NO","NO"
"CHINA","???","??????????????(??)","ISR60472","2.1",10/25/2019 9:54:00 AM,"NO","NO","YES"
"CHINA","???","???????","ISR60049","2.1",10/25/2019 9:00:31 AM,"NO","NO","YES"
"ITALY","SAN SISTO","Ospedale S. Maria dell","ISR50022","1.1",10/25/2019 9:51:14 AM,"NO","NO","YES"
"TURKEY","IZMIT","DUZCE ATATURK DEVLET H","ISR50180","1.1",10/25/2019 2:02:50 PM,"NO","NO","YES"
"FRANCE","CHATEAULIN","EUROFINS LABAZUR BRETA","ISR62535","2.1",10/25/2019 2:20:01 PM,"NO","NO","YES"
"CHINA","???","??????????","ISR63567","2.1",10/25/2019 9:52:31 AM,"NO","NO","YES"
"INDIA","KOLKATA, WEST BENGAL","NS SCIENTIFIC IMMUNOAS","I1SR55674","1.2",10/25/2019 9:00:52 AM,"YES","NO","YES"
