PL_SN_MAP_ID,IOM_SN,MESSAGE,PL,SN,UPLOAD_DATE
12349,ABT142,Overdue Carrier - Centrifuge Gate C,751,ABT142CCM01,08/05/2019
12350,ABT143,Overdue Carrier - Centrifuge Gate C,751,ABT143CCM01,08/05/2019
12351,ABT144,Overdue Carrier - Centrifuge Gate C,751,ABT144CCM01,08/05/2019
12352,ABT145,Overdue Carrier - Centrifuge Gate C,751,ABT145CCM01,08/05/2019
12353,ABT146,Overdue Carrier - Centrifuge Gate C,751,ABT146CCM01,08/05/2019
12354,ABT147,Overdue Carrier - Centrifuge Gate C,751,ABT147CCM01,08/05/2019
12355,ABT148,Overdue Carrier - Centrifuge Gate C,751,ABT148CCM01,08/05/2019
12356,ABT149,Overdue Carrier - Centrifuge Gate C,751,ABT149CCM01,08/05/2019
12357,ABT151,Overdue Carrier - Centrifuge Gate C,751,ABT151CCM01,08/05/2019
12358,ABT152,Overdue Carrier - Centrifuge Gate C,751,ABT152CCM01,08/05/2019
12359,ABT153,Overdue Carrier - Centrifuge Gate C,751,ABT153CCM01,08/05/2019
12360,ABT155,Overdue Carrier - Centrifuge Gate C,751,ABT155CCM01,08/05/2019
12361,ABT156,Overdue Carrier - Centrifuge Gate C,751,ABT156CCM01,08/05/2019
12362,ABT157,Overdue Carrier - Centrifuge Gate C,751,ABT157CCM01,08/05/2019
12363,ABT159,Overdue Carrier - Centrifuge Gate C,751,ABT159CCM01,08/05/2019
12364,ABT086,Unreadable Sample ID (BCR 2),751,ABT086CCM01,08/05/2019
12365,ABT089,Unreadable Sample ID (BCR 2),751,ABT089CCM01,08/05/2019
12366,ABT091,Unreadable Sample ID (BCR 2),751,ABT091CCM01,08/05/2019
12367,ABT092,Unreadable Sample ID (BCR 2),751,ABT092CCM01,08/05/2019
12368,ABT093,Unreadable Sample ID (BCR 2),751,ABT093CCM01,08/05/2019
12369,ABT094,Unreadable Sample ID (BCR 2),751,ABT094CCM01,08/05/2019
12370,ABT097,Unreadable Sample ID (BCR 2),751,ABT097CCM01,08/05/2019
12371,ABT098,Unreadable Sample ID (BCR 2),751,ABT098CCM01,08/05/2019
12372,ABT099,Unreadable Sample ID (BCR 2),751,ABT099CCM01,08/05/2019
12373,ABT100,Unreadable Sample ID (BCR 2),751,ABT100CCM01,08/05/2019
12374,ABT102,Unreadable Sample ID (BCR 2),751,ABT102CCM01,08/05/2019
12375,ABT104,Unreadable Sample ID (BCR 2),751,ABT104CCM01,08/05/2019
12376,ABT105,Unreadable Sample ID (BCR 2),751,ABT105CCM01,08/05/2019
12377,ABT107,Unreadable Sample ID (BCR 2),751,ABT107CCM01,08/05/2019
12378,ABT108,Unreadable Sample ID (BCR 2),751,ABT108CCM01,08/05/2019
12379,ABT109,Unreadable Sample ID (BCR 2),751,ABT109CMS01,08/05/2019
12380,ABT110,Unreadable Sample ID (BCR 2),751,ABT110CCM01,08/05/2019
12381,ABT113,Unreadable Sample ID (BCR 2),751,ABT113CMS01,08/05/2019
12382,ABT114,Unreadable Sample ID (BCR 2),751,ABT114CCM01,08/05/2019
12383,ABT116,Unreadable Sample ID (BCR 2),751,ABT116CCM01,08/05/2019
12384,ABT117,Unreadable Sample ID (BCR 2),751,ABT117CCM01,08/05/2019
12385,ABT118,Unreadable Sample ID (BCR 2),751,ABT118CCM01,08/05/2019
12386,ABT119,Unreadable Sample ID (BCR 2),751,ABT119CCM01,08/05/2019
12387,ABT120,Unreadable Sample ID (BCR 2),751,ABT120CCM01,08/05/2019
12388,ABT121,Unreadable Sample ID (BCR 2),751,ABT121CCM01,08/05/2019
12389,ABT123,Unreadable Sample ID (BCR 2),751,ABT123CCM01,08/05/2019
12390,ABT124,Unreadable Sample ID (BCR 2),751,ABT124CCM01,08/05/2019
12391,ABT125,Unreadable Sample ID (BCR 2),751,ABT125CCM01,08/05/2019
12392,ABT126,Unreadable Sample ID (BCR 2),751,ABT126CCM01,08/05/2019
12393,ABT127,Unreadable Sample ID (BCR 2),751,ABT127CCM01,08/05/2019
12394,ABT128,Unreadable Sample ID (BCR 2),751,ABT128CCM01,08/05/2019
12395,ABT129,Unreadable Sample ID (BCR 2),751,ABT129CCM01,08/05/2019
12396,ABT130,Unreadable Sample ID (BCR 2),751,ABT130CCM01,08/05/2019
12397,ABT131,Unreadable Sample ID (BCR 2),751,ABT131CCM01,08/05/2019
12398,ABT133,Unreadable Sample ID (BCR 2),751,ABT133CCM01,08/05/2019
12399,ABT134,Unreadable Sample ID (BCR 2),751,ABT134CCM01,08/05/2019
12400,ABT135,Unreadable Sample ID (BCR 2),751,ABT135CCM01,08/05/2019
12401,ABT136,Unreadable Sample ID (BCR 2),751,ABT136CCM01,08/05/2019
12402,ABT137,Unreadable Sample ID (BCR 2),751,ABT137CCM01,08/05/2019
12403,ABT138,Unreadable Sample ID (BCR 2),751,ABT138CCM01,08/05/2019
12404,ABT139,Unreadable Sample ID (BCR 2),751,ABT139CCM01,08/05/2019
12405,ABT140,Unreadable Sample ID (BCR 2),751,ABT140CCM01,08/05/2019
12406,ABT142,Unreadable Sample ID (BCR 2),751,ABT142CCM01,08/05/2019
12407,ABT143,Unreadable Sample ID (BCR 2),751,ABT143CCM01,08/05/2019
12408,ABT144,Unreadable Sample ID (BCR 2),751,ABT144CCM01,08/05/2019
12409,ABT145,Unreadable Sample ID (BCR 2),751,ABT145CCM01,08/05/2019
12410,ABT146,Unreadable Sample ID (BCR 2),751,ABT146CCM01,08/05/2019
12411,ABT147,Unreadable Sample ID (BCR 2),751,ABT147CCM01,08/05/2019
12412,ABT148,Unreadable Sample ID (BCR 2),751,ABT148CCM01,08/05/2019
12413,ABT149,Unreadable Sample ID (BCR 2),751,ABT149CCM01,08/05/2019
12414,ABT151,Unreadable Sample ID (BCR 2),751,ABT151CCM01,08/05/2019
12415,ABT152,Unreadable Sample ID (BCR 2),751,ABT152CCM01,08/05/2019
12416,ABT153,Unreadable Sample ID (BCR 2),751,ABT153CCM01,08/05/2019
12417,ABT155,Unreadable Sample ID (BCR 2),751,ABT155CCM01,08/05/2019
12418,ABT156,Unreadable Sample ID (BCR 2),751,ABT156CCM01,08/05/2019
12419,ABT157,Unreadable Sample ID (BCR 2),751,ABT157CCM01,08/05/2019
12420,ABT159,Unreadable Sample ID (BCR 2),751,ABT159CCM01,08/05/2019
12421,ABT092,Unreadable Sample ID (BCR 3),751,ABT092CCM02,08/05/2019
12422,ABT094,Unreadable Sample ID (BCR 3),751,ABT094CCM02,08/05/2019
12423,ABT098,Unreadable Sample ID (BCR 3),751,ABT098CCM02,08/05/2019
12424,ABT100,Unreadable Sample ID (BCR 3),751,ABT100CCM02,08/05/2019
12425,ABT102,Unreadable Sample ID (BCR 3),751,ABT102CCM02,08/05/2019
12426,ABT104,Unreadable Sample ID (BCR 3),751,ABT104CCM02,08/05/2019
12427,ABT107,Unreadable Sample ID (BCR 3),751,ABT107CCM02,08/05/2019
12428,ABT110,Unreadable Sample ID (BCR 3),751,ABT110CCM02,08/05/2019
12429,ABT114,Unreadable Sample ID (BCR 3),751,ABT114CCM02,08/05/2019
12430,ABT116,Unreadable Sample ID (BCR 3),751,ABT116CCM02,08/05/2019
12431,ABT117,Unreadable Sample ID (BCR 3),751,ABT117CCM02,08/05/2019
12432,ABT118,Unreadable Sample ID (BCR 3),751,ABT118CCM02,08/05/2019
12433,ABT119,Unreadable Sample ID (BCR 3),751,ABT119CCM02,08/05/2019
12434,ABT120,Unreadable Sample ID (BCR 3),751,ABT120CCM02,08/05/2019
12435,ABT121,Unreadable Sample ID (BCR 3),751,ABT121CCM02,08/05/2019
12436,ABT124,Unreadable Sample ID (BCR 3),751,ABT124CCM02,08/05/2019
12437,ABT128,Unreadable Sample ID (BCR 3),751,ABT128CCM02,08/05/2019
12438,ABT130,Unreadable Sample ID (BCR 3),751,ABT130CCM02,08/05/2019
12439,ABT133,Unreadable Sample ID (BCR 3),751,ABT133CCM02,08/05/2019
12440,ABT136,Unreadable Sample ID (BCR 3),751,ABT136CCM02,08/05/2019
12441,ABT137,Unreadable Sample ID (BCR 3),751,ABT137CCM02,08/05/2019
12442,ABT138,Unreadable Sample ID (BCR 3),751,ABT138CCM02,08/05/2019
12443,ABT139,Unreadable Sample ID (BCR 3),751,ABT139CCM02,08/05/2019
12444,ABT140,Unreadable Sample ID (BCR 3),751,ABT140CCM02,08/05/2019
12445,ABT142,Unreadable Sample ID (BCR 3),751,ABT142CCM02,08/05/2019
12446,ABT146,Unreadable Sample ID (BCR 3),751,ABT146CCM02,08/05/2019
12447,ABT147,Unreadable Sample ID (BCR 3),751,ABT147CCM02,08/05/2019
12448,ABT149,Unreadable Sample ID (BCR 3),751,ABT149CCM02,08/05/2019
12449,ABT152,Unreadable Sample ID (BCR 3),751,ABT152CCM02,08/05/2019
12450,ABT153,Unreadable Sample ID (BCR 3),751,ABT153CCM02,08/05/2019
12451,ABT156,Unreadable Sample ID (BCR 3),751,ABT156CCM02,08/05/2019
12452,ABT157,Unreadable Sample ID (BCR 3),751,ABT157CCM02,08/05/2019
12453,ABT159,Unreadable Sample ID (BCR 3),751,ABT159CCM02,08/05/2019
12454,ABT018,Carrier Routing Error - Decapper Gate,752,ABT018IDEC01,08/05/2019
12455,ABT019,Carrier Routing Error - Decapper Gate,752,ABT019DEC01,08/05/2019
12456,ABT024,Carrier Routing Error - Decapper Gate,752,ABT024DEC01,08/05/2019
12457,ABT027,Carrier Routing Error - Decapper Gate,752,ABT027DEC01,08/05/2019
12458,ABT028,Carrier Routing Error - Decapper Gate,752,ABT028DEC01,08/05/2019
12459,ABT029,Carrier Routing Error - Decapper Gate,752,ABT029DEC01,08/05/2019
12460,ABT030,Carrier Routing Error - Decapper Gate,752,ABT030DEC01,08/05/2019
12461,ABT036,Carrier Routing Error - Decapper Gate,752,ABT036DEC01,08/05/2019
12462,ABT037,Carrier Routing Error - Decapper Gate,752,ABT037DEC01,08/05/2019
12463,ABT041,Carrier Routing Error - Decapper Gate,752,ABT041DEC01,08/05/2019
12464,ABT045,Carrier Routing Error - Decapper Gate,752,ABT045DEC01,08/05/2019
12465,ABT047,Carrier Routing Error - Decapper Gate,752,ABT047DEC01,08/05/2019
12466,ABT049,Carrier Routing Error - Decapper Gate,752,ABT049DEC01,08/05/2019
12467,ABT050,Carrier Routing Error - Decapper Gate,752,ABT050DEC01,08/05/2019
12468,ABT051,Carrier Routing Error - Decapper Gate,752,ABT051DEC01,08/05/2019
12469,ABT054,Carrier Routing Error - Decapper Gate,752,ABT054DEC01,08/05/2019
12470,ABT058,Carrier Routing Error - Decapper Gate,752,ABT058DEC01,08/05/2019
12471,ABT059,Carrier Routing Error - Decapper Gate,752,ABT059DEC01,08/05/2019
12472,ABT060,Carrier Routing Error - Decapper Gate,752,ABT060DEC01,08/05/2019
12473,ABT061,Carrier Routing Error - Decapper Gate,752,ABT061DEC01,08/05/2019
12474,ABT062,Carrier Routing Error - Decapper Gate,752,ABT062DEC01,08/05/2019
12475,ABT063,Carrier Routing Error - Decapper Gate,752,ABT063DEC01,08/05/2019
12476,ABT065,Carrier Routing Error - Decapper Gate,752,ABT065DEC01,08/05/2019
12477,ABT066,Carrier Routing Error - Decapper Gate,752,ABT066DEC01,08/05/2019
12478,ABT067,Carrier Routing Error - Decapper Gate,752,ABT067DEC01,08/05/2019
12479,ABT068,Carrier Routing Error - Decapper Gate,752,ABT068DEC01,08/05/2019
12480,ABT069,Carrier Routing Error - Decapper Gate,752,ABT069DEC01,08/05/2019
12481,ABT070,Carrier Routing Error - Decapper Gate,752,ABT070DEC01,08/05/2019
12482,ABT071,Carrier Routing Error - Decapper Gate,752,ABT071DEC01,08/05/2019
12483,ABT073,Carrier Routing Error - Decapper Gate,752,ABT073DEC01,08/05/2019
12484,ABT074,Carrier Routing Error - Decapper Gate,752,ABT074DEC01,08/05/2019
12485,ABT075,Carrier Routing Error - Decapper Gate,752,ABT075DEC01,08/05/2019
12486,ABT077,Carrier Routing Error - Decapper Gate,752,ABT077DEC01,08/05/2019
12487,ABT078,Carrier Routing Error - Decapper Gate,752,ABT078DEC01,08/05/2019
12488,ABT080,Carrier Routing Error - Decapper Gate,752,ABT080DEC01,08/05/2019
12489,ABT081,Carrier Routing Error - Decapper Gate,752,ABT081DEC01,08/05/2019
12490,ABT082,Carrier Routing Error - Decapper Gate,752,ABT082DEC01,08/05/2019
12491,ABT083,Carrier Routing Error - Decapper Gate,752,ABT083DEC01,08/05/2019
12492,ABT084,Carrier Routing Error - Decapper Gate,752,ABT084DEC01,08/05/2019
12493,ABT086,Carrier Routing Error - Decapper Gate,752,ABT086DEC01,08/05/2019
12494,ABT088,Carrier Routing Error - Decapper Gate,752,ABT088DEC01,08/05/2019
12495,ABT089,Carrier Routing Error - Decapper Gate,752,ABT089DEC01,08/05/2019
12496,ABT091,Carrier Routing Error - Decapper Gate,752,ABT091DEC01,08/05/2019
12497,ABT092,Carrier Routing Error - Decapper Gate,752,ABT092DEC01,08/05/2019
12498,ABT093,Carrier Routing Error - Decapper Gate,752,ABT093DEC01,08/05/2019
12499,ABT094,Carrier Routing Error - Decapper Gate,752,ABT094DEC01,08/05/2019
12500,ABT096,Carrier Routing Error - Decapper Gate,752,ABT096DEC01,08/05/2019
12501,ABT097,Carrier Routing Error - Decapper Gate,752,ABT097DEC01,08/05/2019
12502,ABT098,Carrier Routing Error - Decapper Gate,752,ABT098DEC01,08/05/2019
12503,ABT099,Carrier Routing Error - Decapper Gate,752,ABT099DEC01,08/05/2019
12504,ABT100,Carrier Routing Error - Decapper Gate,752,ABT100DEC01,08/05/2019
12505,ABT102,Carrier Routing Error - Decapper Gate,752,ABT102DEC01,08/05/2019
12506,ABT104,Carrier Routing Error - Decapper Gate,752,ABT104DEC01,08/05/2019
12507,ABT105,Carrier Routing Error - Decapper Gate,752,ABT105DEC01,08/05/2019
12508,ABT107,Carrier Routing Error - Decapper Gate,752,ABT107DEC01,08/05/2019
12509,ABT108,Carrier Routing Error - Decapper Gate,752,ABT108DEC01,08/05/2019
12510,ABT109,Carrier Routing Error - Decapper Gate,752,ABT109DEC01,08/05/2019
12511,ABT110,Carrier Routing Error - Decapper Gate,752,ABT110DEC01,08/05/2019
12512,ABT112,Carrier Routing Error - Decapper Gate,752,ABT112DEC01,08/05/2019
12513,ABT113,Carrier Routing Error - Decapper Gate,752,ABT113DEC01,08/05/2019
12514,ABT114,Carrier Routing Error - Decapper Gate,752,ABT114DEC01,08/05/2019
12515,ABT116,Carrier Routing Error - Decapper Gate,752,ABT116DEC01,08/05/2019
12516,ABT117,Carrier Routing Error - Decapper Gate,752,ABT117DEC01,08/05/2019
12517,ABT118,Carrier Routing Error - Decapper Gate,752,ABT118DEC01,08/05/2019
12518,ABT119,Carrier Routing Error - Decapper Gate,752,ABT119DEC01,08/05/2019
12519,ABT120,Carrier Routing Error - Decapper Gate,752,ABT120DEC01,08/05/2019
12520,ABT121,Carrier Routing Error - Decapper Gate,752,ABT121DEC01,08/05/2019
12521,ABT123,Carrier Routing Error - Decapper Gate,752,ABT123DEC01,08/05/2019
12522,ABT124,Carrier Routing Error - Decapper Gate,752,ABT124DEC01,08/05/2019
12523,ABT125,Carrier Routing Error - Decapper Gate,752,ABT125DEC01,08/05/2019
12524,ABT126,Carrier Routing Error - Decapper Gate,752,ABT126DEC01,08/05/2019
12525,ABT127,Carrier Routing Error - Decapper Gate,752,ABT127DEC01,08/05/2019
12526,ABT128,Carrier Routing Error - Decapper Gate,752,ABT128DEC01,08/05/2019
12527,ABT129,Carrier Routing Error - Decapper Gate,752,ABT129DEC01,08/05/2019
12528,ABT130,Carrier Routing Error - Decapper Gate,752,ABT130DEC01,08/05/2019
12529,ABT131,Carrier Routing Error - Decapper Gate,752,ABT131DEC01,08/05/2019
12530,ABT133,Carrier Routing Error - Decapper Gate,752,ABT133DEC01,08/05/2019
12531,ABT134,Carrier Routing Error - Decapper Gate,752,ABT134DEC01,08/05/2019
12532,ABT135,Carrier Routing Error - Decapper Gate,752,ABT135DEC01,08/05/2019
12533,ABT136,Carrier Routing Error - Decapper Gate,752,ABT136DEC01,08/05/2019
12534,ABT137,Carrier Routing Error - Decapper Gate,752,ABT137DEC01,08/05/2019
12535,ABT138,Carrier Routing Error - Decapper Gate,752,ABT138DEC01,08/05/2019
12536,ABT139,Carrier Routing Error - Decapper Gate,752,ABT139DEC01,08/05/2019
12537,ABT140,Carrier Routing Error - Decapper Gate,752,ABT140DEC01,08/05/2019
12538,ABT142,Carrier Routing Error - Decapper Gate,752,ABT142DEC01,08/05/2019
12539,ABT143,Carrier Routing Error - Decapper Gate,752,ABT143DEC01,08/05/2019
12540,ABT144,Carrier Routing Error - Decapper Gate,752,ABT144DEC01,08/05/2019
12541,ABT145,Carrier Routing Error - Decapper Gate,752,ABT145DEC01,08/05/2019
12542,ABT146,Carrier Routing Error - Decapper Gate,752,ABT146DEC01,08/05/2019
12543,ABT147,Carrier Routing Error - Decapper Gate,752,ABT147DEC01,08/05/2019
12544,ABT148,Carrier Routing Error - Decapper Gate,752,ABT148DEC01,08/05/2019
12545,ABT149,Carrier Routing Error - Decapper Gate,752,ABT149DEC01,08/05/2019
12546,ABT150,Carrier Routing Error - Decapper Gate,752,ABT150DEC01,08/05/2019
12547,ABT151,Carrier Routing Error - Decapper Gate,752,ABT151DEC01,08/05/2019
12548,ABT152,Carrier Routing Error - Decapper Gate,752,ABT152DEC01,08/05/2019
12549,ABT153,Carrier Routing Error - Decapper Gate,752,ABT153DEC01,08/05/2019
12550,ABT154,Carrier Routing Error - Decapper Gate,752,ABT154DEC01,08/05/2019
12551,ABT155,Carrier Routing Error - Decapper Gate,752,ABT155DEC01,08/05/2019
12552,ABT156,Carrier Routing Error - Decapper Gate,752,ABT156DEC01,08/05/2019
12553,ABT157,Carrier Routing Error - Decapper Gate,752,ABT157DEC01,08/05/2019
12554,ABT158,Carrier Routing Error - Decapper Gate,752,ABT158DEC01,08/05/2019
12555,ABT159,Carrier Routing Error - Decapper Gate,752,ABT159DEC01,08/05/2019
12556,ABT018,Carrier Did Not Pass - Decapper Gate,752,ABT018IDEC01,08/05/2019
12557,ABT019,Carrier Did Not Pass - Decapper Gate,752,ABT019DEC01,08/05/2019
12558,ABT024,Carrier Did Not Pass - Decapper Gate,752,ABT024DEC01,08/05/2019
12559,ABT027,Carrier Did Not Pass - Decapper Gate,752,ABT027DEC01,08/05/2019
12560,ABT028,Carrier Did Not Pass - Decapper Gate,752,ABT028DEC01,08/05/2019
12561,ABT029,Carrier Did Not Pass - Decapper Gate,752,ABT029DEC01,08/05/2019
12562,ABT030,Carrier Did Not Pass - Decapper Gate,752,ABT030DEC01,08/05/2019
12563,ABT036,Carrier Did Not Pass - Decapper Gate,752,ABT036DEC01,08/05/2019
12564,ABT037,Carrier Did Not Pass - Decapper Gate,752,ABT037DEC01,08/05/2019
12565,ABT041,Carrier Did Not Pass - Decapper Gate,752,ABT041DEC01,08/05/2019
12566,ABT045,Carrier Did Not Pass - Decapper Gate,752,ABT045DEC01,08/05/2019
12567,ABT047,Carrier Did Not Pass - Decapper Gate,752,ABT047DEC01,08/05/2019
12568,ABT049,Carrier Did Not Pass - Decapper Gate,752,ABT049DEC01,08/05/2019
12569,ABT050,Carrier Did Not Pass - Decapper Gate,752,ABT050DEC01,08/05/2019
12570,ABT051,Carrier Did Not Pass - Decapper Gate,752,ABT051DEC01,08/05/2019
12571,ABT054,Carrier Did Not Pass - Decapper Gate,752,ABT054DEC01,08/05/2019
12572,ABT058,Carrier Did Not Pass - Decapper Gate,752,ABT058DEC01,08/05/2019
12573,ABT059,Carrier Did Not Pass - Decapper Gate,752,ABT059DEC01,08/05/2019
12574,ABT060,Carrier Did Not Pass - Decapper Gate,752,ABT060DEC01,08/05/2019
12575,ABT061,Carrier Did Not Pass - Decapper Gate,752,ABT061DEC01,08/05/2019
12576,ABT062,Carrier Did Not Pass - Decapper Gate,752,ABT062DEC01,08/05/2019
12577,ABT063,Carrier Did Not Pass - Decapper Gate,752,ABT063DEC01,08/05/2019
12578,ABT065,Carrier Did Not Pass - Decapper Gate,752,ABT065DEC01,08/05/2019
12579,ABT066,Carrier Did Not Pass - Decapper Gate,752,ABT066DEC01,08/05/2019
12580,ABT067,Carrier Did Not Pass - Decapper Gate,752,ABT067DEC01,08/05/2019
12581,ABT068,Carrier Did Not Pass - Decapper Gate,752,ABT068DEC01,08/05/2019
12582,ABT069,Carrier Did Not Pass - Decapper Gate,752,ABT069DEC01,08/05/2019
12583,ABT070,Carrier Did Not Pass - Decapper Gate,752,ABT070DEC01,08/05/2019
12584,ABT071,Carrier Did Not Pass - Decapper Gate,752,ABT071DEC01,08/05/2019
12585,ABT073,Carrier Did Not Pass - Decapper Gate,752,ABT073DEC01,08/05/2019
12586,ABT074,Carrier Did Not Pass - Decapper Gate,752,ABT074DEC01,08/05/2019
12587,ABT075,Carrier Did Not Pass - Decapper Gate,752,ABT075DEC01,08/05/2019
12588,ABT077,Carrier Did Not Pass - Decapper Gate,752,ABT077DEC01,08/05/2019
12589,ABT078,Carrier Did Not Pass - Decapper Gate,752,ABT078DEC01,08/05/2019
12590,ABT080,Carrier Did Not Pass - Decapper Gate,752,ABT080DEC01,08/05/2019
12591,ABT081,Carrier Did Not Pass - Decapper Gate,752,ABT081DEC01,08/05/2019
12592,ABT082,Carrier Did Not Pass - Decapper Gate,752,ABT082DEC01,08/05/2019
12593,ABT083,Carrier Did Not Pass - Decapper Gate,752,ABT083DEC01,08/05/2019
12594,ABT084,Carrier Did Not Pass - Decapper Gate,752,ABT084DEC01,08/05/2019
12595,ABT086,Carrier Did Not Pass - Decapper Gate,752,ABT086DEC01,08/05/2019
12596,ABT088,Carrier Did Not Pass - Decapper Gate,752,ABT088DEC01,08/05/2019
12597,ABT089,Carrier Did Not Pass - Decapper Gate,752,ABT089DEC01,08/05/2019
12598,ABT091,Carrier Did Not Pass - Decapper Gate,752,ABT091DEC01,08/05/2019
12599,ABT092,Carrier Did Not Pass - Decapper Gate,752,ABT092DEC01,08/05/2019
12600,ABT093,Carrier Did Not Pass - Decapper Gate,752,ABT093DEC01,08/05/2019
12601,ABT094,Carrier Did Not Pass - Decapper Gate,752,ABT094DEC01,08/05/2019
12602,ABT096,Carrier Did Not Pass - Decapper Gate,752,ABT096DEC01,08/05/2019
12603,ABT097,Carrier Did Not Pass - Decapper Gate,752,ABT097DEC01,08/05/2019
12604,ABT098,Carrier Did Not Pass - Decapper Gate,752,ABT098DEC01,08/05/2019
12605,ABT099,Carrier Did Not Pass - Decapper Gate,752,ABT099DEC01,08/05/2019
12606,ABT100,Carrier Did Not Pass - Decapper Gate,752,ABT100DEC01,08/05/2019
12607,ABT102,Carrier Did Not Pass - Decapper Gate,752,ABT102DEC01,08/05/2019
12608,ABT104,Carrier Did Not Pass - Decapper Gate,752,ABT104DEC01,08/05/2019
12609,ABT105,Carrier Did Not Pass - Decapper Gate,752,ABT105DEC01,08/05/2019
12610,ABT107,Carrier Did Not Pass - Decapper Gate,752,ABT107DEC01,08/05/2019
12611,ABT108,Carrier Did Not Pass - Decapper Gate,752,ABT108DEC01,08/05/2019
12612,ABT109,Carrier Did Not Pass - Decapper Gate,752,ABT109DEC01,08/05/2019
12613,ABT110,Carrier Did Not Pass - Decapper Gate,752,ABT110DEC01,08/05/2019
12614,ABT112,Carrier Did Not Pass - Decapper Gate,752,ABT112DEC01,08/05/2019
12615,ABT113,Carrier Did Not Pass - Decapper Gate,752,ABT113DEC01,08/05/2019
12616,ABT114,Carrier Did Not Pass - Decapper Gate,752,ABT114DEC01,08/05/2019
12617,ABT116,Carrier Did Not Pass - Decapper Gate,752,ABT116DEC01,08/05/2019
12618,ABT117,Carrier Did Not Pass - Decapper Gate,752,ABT117DEC01,08/05/2019
12619,ABT118,Carrier Did Not Pass - Decapper Gate,752,ABT118DEC01,08/05/2019
12620,ABT119,Carrier Did Not Pass - Decapper Gate,752,ABT119DEC01,08/05/2019
12621,ABT120,Carrier Did Not Pass - Decapper Gate,752,ABT120DEC01,08/05/2019
12622,ABT121,Carrier Did Not Pass - Decapper Gate,752,ABT121DEC01,08/05/2019
12623,ABT123,Carrier Did Not Pass - Decapper Gate,752,ABT123DEC01,08/05/2019
12624,ABT124,Carrier Did Not Pass - Decapper Gate,752,ABT124DEC01,08/05/2019
12625,ABT125,Carrier Did Not Pass - Decapper Gate,752,ABT125DEC01,08/05/2019
12626,ABT126,Carrier Did Not Pass - Decapper Gate,752,ABT126DEC01,08/05/2019
12627,ABT127,Carrier Did Not Pass - Decapper Gate,752,ABT127DEC01,08/05/2019
12628,ABT128,Carrier Did Not Pass - Decapper Gate,752,ABT128DEC01,08/05/2019
12629,ABT129,Carrier Did Not Pass - Decapper Gate,752,ABT129DEC01,08/05/2019
12630,ABT130,Carrier Did Not Pass - Decapper Gate,752,ABT130DEC01,08/05/2019
12631,ABT131,Carrier Did Not Pass - Decapper Gate,752,ABT131DEC01,08/05/2019
12632,ABT133,Carrier Did Not Pass - Decapper Gate,752,ABT133DEC01,08/05/2019
12633,ABT134,Carrier Did Not Pass - Decapper Gate,752,ABT134DEC01,08/05/2019
12634,ABT135,Carrier Did Not Pass - Decapper Gate,752,ABT135DEC01,08/05/2019
12635,ABT136,Carrier Did Not Pass - Decapper Gate,752,ABT136DEC01,08/05/2019
12636,ABT137,Carrier Did Not Pass - Decapper Gate,752,ABT137DEC01,08/05/2019
12637,ABT138,Carrier Did Not Pass - Decapper Gate,752,ABT138DEC01,08/05/2019
12638,ABT139,Carrier Did Not Pass - Decapper Gate,752,ABT139DEC01,08/05/2019
12639,ABT140,Carrier Did Not Pass - Decapper Gate,752,ABT140DEC01,08/05/2019
12640,ABT142,Carrier Did Not Pass - Decapper Gate,752,ABT142DEC01,08/05/2019
12641,ABT143,Carrier Did Not Pass - Decapper Gate,752,ABT143DEC01,08/05/2019
12642,ABT144,Carrier Did Not Pass - Decapper Gate,752,ABT144DEC01,08/05/2019
12643,ABT145,Carrier Did Not Pass - Decapper Gate,752,ABT145DEC01,08/05/2019
12644,ABT146,Carrier Did Not Pass - Decapper Gate,752,ABT146DEC01,08/05/2019
12645,ABT147,Carrier Did Not Pass - Decapper Gate,752,ABT147DEC01,08/05/2019
12646,ABT148,Carrier Did Not Pass - Decapper Gate,752,ABT148DEC01,08/05/2019
12647,ABT149,Carrier Did Not Pass - Decapper Gate,752,ABT149DEC01,08/05/2019
12648,ABT150,Carrier Did Not Pass - Decapper Gate,752,ABT150DEC01,08/05/2019
12649,ABT151,Carrier Did Not Pass - Decapper Gate,752,ABT151DEC01,08/05/2019
12650,ABT152,Carrier Did Not Pass - Decapper Gate,752,ABT152DEC01,08/05/2019
12651,ABT153,Carrier Did Not Pass - Decapper Gate,752,ABT153DEC01,08/05/2019
12652,ABT154,Carrier Did Not Pass - Decapper Gate,752,ABT154DEC01,08/05/2019
12653,ABT155,Carrier Did Not Pass - Decapper Gate,752,ABT155DEC01,08/05/2019
12654,ABT156,Carrier Did Not Pass - Decapper Gate,752,ABT156DEC01,08/05/2019
12655,ABT157,Carrier Did Not Pass - Decapper Gate,752,ABT157DEC01,08/05/2019
12656,ABT158,Carrier Did Not Pass - Decapper Gate,752,ABT158DEC01,08/05/2019
12657,ABT159,Carrier Did Not Pass - Decapper Gate,752,ABT159DEC01,08/05/2019
12658,ABT018,Overdue Carrier - Decapper Gate,752,ABT018IDEC01,08/05/2019
12659,ABT019,Overdue Carrier - Decapper Gate,752,ABT019DEC01,08/05/2019
12660,ABT024,Overdue Carrier - Decapper Gate,752,ABT024DEC01,08/05/2019
12661,ABT027,Overdue Carrier - Decapper Gate,752,ABT027DEC01,08/05/2019
