SQL Statement which produced this data:
  SELECT 
     ROWID, PHM_ALGORITHM_IHN_SK, PHM_ALGORITHM_DEFINITIONS_SK, PHM_PATTERNS_SK, 
     IHN_CODE, IHN_LEVEL_1_DESCRIPTION, APP_AUDITS_CREATE_USER, 
     APP_AUDITS_MODIFY_USER, IHN_LEVEL_2_DESCRIPTION, IHN_LEVEL_3_DESCRIPTION, 
     DELETE_FLAG, APP_AUDITS_CREATE_DATE, APP_AUDITS_MODIFY_DATE, 
     ISSUE_DESCRIPTION
  FROM SVC_PHM_OWNER.PHM_ALGORITHM_IHNS;

PHM_ALGORITHM_IHN_SK,PHM_ALGORITHM_DEFINITIONS_SK,PHM_PATTERNS_SK,IHN_CODE,IHN_LEVEL_1_DESCRIPTION,APP_AUDITS_CREATE_USER,APP_AUDITS_MODIFY_USER,IHN_LEVEL_2_DESCRIPTION,IHN_LEVEL_3_DESCRIPTION,DELETE_FLAG,APP_AUDITS_CREATE_DATE,APP_AUDITS_MODIFY_DATE,ISSUE_DESCRIPTION
252,1040,201,"PHN00061","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00061",,"N","10/8/2016 3:23:00.000000 PM","11/23/2016 6:03:02.000000 AM",
259,1040,220,"PHN00055","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00055",,"N","10/8/2016 3:24:00.000000 PM","11/23/2016 5:59:31.000000 AM",
266,1040,205,"PHN00046","PHN_APS/a3600_i","PALAVSX","CHANDSN","PHN00046",,"N","10/8/2016 3:26:00.000000 PM","11/23/2016 7:21:09.000000 AM",
165,1040,131,"PHN00052","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00052",,"N","10/8/2016 3:06:00.000000 PM","11/23/2016 7:19:03.000000 AM",
177,1040,146,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:08:00.000000 PM","11/23/2016 7:02:00.000000 AM",
126,1040,93,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 2:54:00.000000 PM","11/23/2016 7:28:20.000000 AM",
182,1040,150,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:09:00.000000 PM","11/23/2016 7:28:24.000000 AM",
193,1040,165,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:11:00.000000 PM","11/23/2016 6:12:19.000000 AM",
161,1040,127,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:05:00.000000 PM","11/23/2016 7:28:30.000000 AM",
139,1040,106,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 2:58:00.000000 PM","11/23/2016 7:21:45.000000 AM",
136,1040,101,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 2:57:00.000000 PM","11/23/2016 7:21:49.000000 AM",
173,1040,141,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:07:00.000000 PM","11/23/2016 7:21:57.000000 AM",
186,1040,154,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:10:00.000000 PM","11/23/2016 7:02:25.000000 AM",
132,1040,96,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 2:56:00.000000 PM","11/23/2016 7:22:02.000000 AM",
143,1040,111,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 2:59:00.000000 PM","11/23/2016 7:26:14.000000 AM",
159,1040,153,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:04:00.000000 PM","3/7/2018 2:53:37.000000 PM",
151,1040,152,"PHN00057","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00057",,"N","10/8/2016 3:02:00.000000 PM","11/23/2016 7:02:20.000000 AM",
163,1040,175,"PHN00051","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00051",,"N","10/8/2016 3:05:00.000000 PM","11/23/2016 7:01:56.000000 AM",
152,1040,158,"PHN00051","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00051",,"N","10/8/2016 3:03:00.000000 PM","3/7/2018 2:51:02.000000 PM",
170,1040,184,"PHN00051","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00051",,"N","10/8/2016 3:07:00.000000 PM","11/23/2016 6:11:55.000000 AM",
160,1040,169,"PHN00051","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00051",,"N","10/8/2016 3:04:00.000000 PM","11/23/2016 7:25:32.000000 AM",
210,1040,144,"PHN00058","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00058",,"N","10/8/2016 3:14:00.000000 PM","11/23/2016 7:25:36.000000 AM",
127,1040,95,"PHN00044","PHN_APS/a3600_i","JOYSX1","CHANDSN","PHN00044",,"N","10/8/2016 2:54:00.000000 PM","11/23/2016 7:26:07.000000 AM",
215,1040,157,"PHN00054","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00054",,"N","10/8/2016 3:15:00.000000 PM","11/23/2016 7:28:38.000000 AM",
141,1040,126,"PHN00049","PHN_APS/a3600_i","JOYSX1","CHANDSN","PHN00049",,"N","10/8/2016 2:58:00.000000 PM","11/23/2016 7:28:59.000000 AM",
144,1040,130,"PHN00050","PHN_APS/a3600_i","JOYSX1","CLAYRF","PHN00050",,"N","10/8/2016 2:59:00.000000 PM","3/22/2018 4:10:31.000000 PM",
131,1040,105,"PHN00047","PHN_APS/a3600_i","JOYSX1","CHANDSN","PHN00047",,"N","10/8/2016 2:56:00.000000 PM","11/23/2016 7:25:46.000000 AM",
190,1040,180,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:11:00.000000 PM","11/23/2016 6:11:47.000000 AM",
137,1040,114,"PHN00049","PHN_APS/a3600_i","JOYSX1","CHANDSN","PHN00049",,"N","10/8/2016 2:57:00.000000 PM","11/23/2016 7:28:52.000000 AM",
128,1040,100,"PHN00045","PHN_APS/a3600_i","JOYSX1","CHANDSN","PHN00045",,"N","10/8/2016 2:55:00.000000 PM","11/23/2016 7:21:04.000000 AM",
130,1040,85,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 2:55:00.000000 PM","11/23/2016 7:18:15.000000 AM",
134,1040,110,"PHN00048","PHN_APS/a3600_i","JOYSX1","CHANDSN","PHN00048",,"N","10/8/2016 2:57:00.000000 PM","11/23/2016 7:25:42.000000 AM",
135,1040,104,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 2:57:00.000000 PM","11/23/2016 7:18:41.000000 AM",
142,1040,89,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 2:58:00.000000 PM","11/23/2016 7:17:31.000000 AM",
145,1040,138,"PHN00050","PHN_APS/a3600_i","JOYSX1","CLAYRF","PHN00050",,"N","10/8/2016 2:59:00.000000 PM","3/16/2018 8:40:01.000000 AM",
147,1040,143,"PHN00049","PHN_APS/a3600_i","JOYSX1","CHANDSN","PHN00049",,"N","10/8/2016 3:00:00.000000 PM","11/23/2016 7:26:03.000000 AM",
149,1040,115,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:02:00.000000 PM","11/23/2016 7:21:53.000000 AM",
154,1040,120,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:03:00.000000 PM","11/23/2016 7:28:15.000000 AM",
155,1040,164,"PHN00051","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00051",,"N","10/8/2016 3:03:00.000000 PM","11/23/2016 6:12:14.000000 AM",
157,1040,123,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:04:00.000000 PM","11/23/2016 7:28:35.000000 AM",
158,1040,99,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 3:04:00.000000 PM","11/23/2016 7:17:44.000000 AM",
162,1040,102,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 3:05:00.000000 PM","11/23/2016 7:28:42.000000 AM",
166,1040,179,"PHN00051","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00051",,"N","10/8/2016 3:06:00.000000 PM","11/23/2016 6:11:42.000000 AM",
168,1040,108,"PHN00058","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00058",,"N","10/8/2016 3:06:00.000000 PM","11/23/2016 7:19:07.000000 AM",
171,1040,135,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:07:00.000000 PM","11/23/2016 7:21:41.000000 AM",
176,1040,168,"PHN00055","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00055",,"N","10/8/2016 3:08:00.000000 PM","11/23/2016 7:01:28.000000 AM",
179,1040,125,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 3:08:00.000000 PM","11/23/2016 7:18:27.000000 AM",
180,1040,132,"PHN00058","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00058",,"N","10/8/2016 3:08:00.000000 PM","11/23/2016 7:28:02.000000 AM",
181,1040,97,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:09:00.000000 PM","11/23/2016 7:02:38.000000 AM",
184,1040,174,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:09:00.000000 PM","11/23/2016 7:01:51.000000 AM",
192,1040,140,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 3:11:00.000000 PM","11/23/2016 7:20:19.000000 AM",
196,1040,170,"PHN00051","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00051",,"N","10/8/2016 3:12:00.000000 PM","11/23/2016 7:01:33.000000 AM",
199,1040,173,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:12:00.000000 PM","11/23/2016 7:01:47.000000 AM",
201,1040,223,"PHN00052","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00052",,"N","10/8/2016 3:13:00.000000 PM","11/23/2016 7:03:14.000000 AM",
207,1040,137,"PHN00058","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00058",,"N","10/8/2016 3:13:00.000000 PM","11/23/2016 7:26:11.000000 AM",
221,1040,213,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:16:00.000000 PM","11/23/2016 6:11:01.000000 AM",
225,1040,159,"PHN00059","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00059",,"N","10/8/2016 3:17:00.000000 PM","11/23/2016 7:25:39.000000 AM",
228,1040,148,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:17:00.000000 PM","11/23/2016 7:21:13.000000 AM",
239,1040,232,"PHN00053","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00053",,"N","10/8/2016 3:19:00.000000 PM","11/23/2016 5:59:02.000000 AM",
240,1040,199,"PHN00055","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00055",,"N","10/8/2016 3:19:00.000000 PM","11/23/2016 6:03:11.000000 AM",
241,1040,172,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:20:00.000000 PM","11/23/2016 7:01:42.000000 AM",
242,1040,182,"PHN00060","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00060",,"N","10/8/2016 3:20:00.000000 PM","11/23/2016 7:20:33.000000 AM",
243,1040,178,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:20:00.000000 PM","11/23/2016 6:11:38.000000 AM",
244,1040,203,"PHN00055","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00055",,"N","10/8/2016 3:21:00.000000 PM","11/23/2016 6:03:22.000000 AM",
246,1040,183,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:21:00.000000 PM","11/23/2016 7:21:27.000000 AM",
247,1040,191,"PHN00061","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00061",,"N","10/8/2016 3:21:00.000000 PM","11/23/2016 7:20:47.000000 AM",
248,1040,207,"PHN00055","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00055",,"N","10/8/2016 3:21:00.000000 PM","11/23/2016 7:02:30.000000 AM",
249,1040,196,"PHN00061","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00061",,"N","10/8/2016 3:22:00.000000 PM","11/23/2016 6:03:27.000000 AM",
250,1040,185,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:22:00.000000 PM","11/23/2016 6:11:29.000000 AM",
251,1040,212,"PHN00055","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00055",,"N","10/8/2016 3:22:00.000000 PM","11/23/2016 7:19:11.000000 AM",
253,1040,189,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:23:00.000000 PM","11/23/2016 6:11:34.000000 AM",
254,1040,193,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:23:00.000000 PM","11/23/2016 6:03:51.000000 AM",
255,1040,204,"PHN00061","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00061",,"N","10/8/2016 3:23:00.000000 PM","11/23/2016 6:02:56.000000 AM",
256,1040,217,"PHN00055","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00055",,"N","10/8/2016 3:23:00.000000 PM","11/23/2016 5:59:26.000000 AM",
257,1040,195,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:24:00.000000 PM","11/23/2016 6:03:32.000000 AM",
258,1040,209,"PHN00062","PHN_APS/a3600_ii","ANGADSX1","CLAYRF","PHN00062",,"N","10/8/2016 3:24:00.000000 PM","6/14/2018 3:07:51.000000 PM",
260,1040,214,"PHN00062","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00062",,"N","10/8/2016 3:24:00.000000 PM","11/23/2016 6:10:56.000000 AM",
261,1040,221,"PHN00062","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00062",,"N","10/8/2016 3:25:00.000000 PM","11/23/2016 5:59:38.000000 AM",
262,1040,226,"PHN00055","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00055",,"N","10/8/2016 3:25:00.000000 PM","11/23/2016 6:10:24.000000 AM",
263,1040,225,"PHN00056","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00056",,"N","10/8/2016 3:26:00.000000 PM","11/23/2016 6:10:36.000000 AM",
264,1040,233,"PHN00055","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00055",,"N","10/8/2016 3:26:00.000000 PM","11/23/2016 5:59:07.000000 AM",
265,1040,230,"PHN00056","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00056",,"N","10/8/2016 3:26:00.000000 PM","11/23/2016 7:21:00.000000 AM",
267,1040,236,"PHN00055","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00055",,"N","10/8/2016 3:27:00.000000 PM","11/23/2016 5:58:32.000000 AM",
268,1040,211,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:27:00.000000 PM","11/23/2016 6:11:06.000000 AM",
269,1040,239,"PHN00055","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00055",,"N","10/8/2016 3:28:00.000000 PM","11/23/2016 7:02:34.000000 AM",
187,1040,198,"PHN00052","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00052",,"N","10/8/2016 3:10:00.000000 PM","11/23/2016 6:03:16.000000 AM",
191,1040,210,"PHN00052","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00052",,"N","10/8/2016 3:11:00.000000 PM","11/23/2016 6:02:42.000000 AM",
164,1040,107,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 3:06:00.000000 PM","11/23/2016 7:17:48.000000 AM",
169,1040,112,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 3:06:00.000000 PM","11/23/2016 7:17:52.000000 AM",
185,1040,128,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 3:10:00.000000 PM","11/23/2016 7:19:15.000000 AM",
189,1040,134,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 3:10:00.000000 PM","11/23/2016 7:20:15.000000 AM",
146,1040,133,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:00:00.000000 PM","11/23/2016 7:18:31.000000 AM",
129,1040,98,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 2:55:00.000000 PM","11/23/2016 7:18:36.000000 AM",
150,1040,139,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:02:00.000000 PM","11/23/2016 7:20:24.000000 AM",
153,1040,147,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:03:00.000000 PM","11/23/2016 7:18:45.000000 AM",
140,1040,118,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 2:58:00.000000 PM","11/23/2016 7:18:49.000000 AM",
125,1040,92,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 2:54:00.000000 PM","11/23/2016 7:18:53.000000 AM",
123,1040,88,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 2:52:00.000000 PM","11/23/2016 7:20:28.000000 AM",
167,1040,162,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:06:00.000000 PM","11/23/2016 6:12:06.000000 AM",
212,1040,208,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:14:00.000000 PM","11/23/2016 6:02:52.000000 AM",
172,1040,116,"PHN00058","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00058",,"N","10/8/2016 3:07:00.000000 PM","11/23/2016 7:20:37.000000 AM",
175,1040,122,"PHN00058","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00058",,"N","10/8/2016 3:08:00.000000 PM","11/23/2016 7:20:42.000000 AM",
237,1040,176,"PHN00059","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00059",,"N","10/8/2016 3:19:00.000000 PM","11/23/2016 6:11:51.000000 AM",
122,1040,82,"PHN00044","PHN_APS/a3600_i","JOYSX1","CHANDSN","PHN00044",,"N","10/8/2016 2:52:00.000000 PM","11/23/2016 7:20:52.000000 AM",
188,1040,160,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:10:00.000000 PM","11/23/2016 7:02:05.000000 AM",
121,1040,81,"PHN00043","PHN_APS/a3600_i","JOYSX1","CHANDSN","PHN00043",,"N","10/8/2016 2:51:00.000000 PM","11/23/2016 7:28:07.000000 AM",
231,1040,156,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:18:00.000000 PM","11/23/2016 7:28:10.000000 AM",
183,1040,206,"PHN00051","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00051",,"N","10/8/2016 3:09:00.000000 PM","11/23/2016 7:21:32.000000 AM",
174,1040,187,"PHN00051","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00051",,"N","10/8/2016 3:08:00.000000 PM","11/23/2016 6:03:46.000000 AM",
178,1040,190,"PHN00051","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00051",,"N","10/8/2016 3:08:00.000000 PM","11/23/2016 6:11:19.000000 AM",
218,1040,136,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:15:00.000000 PM","11/23/2016 7:18:05.000000 AM",
223,1040,142,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:16:00.000000 PM","11/23/2016 7:03:10.000000 AM",
204,1040,227,"PHN00052","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00052",,"N","10/8/2016 3:13:00.000000 PM","11/23/2016 6:10:29.000000 AM",
124,1040,84,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 2:53:00.000000 PM","11/23/2016 7:18:11.000000 AM",
133,1040,86,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 2:56:00.000000 PM","11/23/2016 7:03:18.000000 AM",
138,1040,87,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 2:57:00.000000 PM","11/23/2016 7:03:22.000000 AM",
148,1040,91,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 3:01:00.000000 PM","11/23/2016 7:17:35.000000 AM",
156,1040,94,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 3:03:00.000000 PM","11/23/2016 7:17:39.000000 AM",
233,1040,228,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:18:00.000000 PM","11/23/2016 7:18:19.000000 AM",
272,1082,283,"PHN00035","PHN_Architect_IA","JOYSX1","CHANDSN","PHN00035",,"N","10/10/2016 2:37:33.000000 AM","2/11/2018 11:16:51.000000 PM",
273,1083,284,"PHN00036","PHN_Architect_IA","JOYSX1","CHANDSN","PHN00036",,"N","10/10/2016 2:42:19.000000 AM","2/11/2018 11:22:16.000000 PM",
274,1084,285,"PHN00037","PHN_Architect_IA","JOYSX1","CHANDSN","PHN00037",,"N","10/10/2016 2:46:45.000000 AM","2/11/2018 11:28:01.000000 PM",
275,1085,286,"PHN00040","PHN_Architect_CC","JOYSX1","CHANDSN","PHN00040",,"N","10/10/2016 2:52:24.000000 AM","2/11/2018 11:53:05.000000 PM",
1452,20271,20272,,,"KHANDMX5","KHANDMX5",,,"N","10/5/2018 2:11:52.000000 PM","10/5/2018 3:37:19.000000 PM",
108,1040,216,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:28:00.000000 PM","11/23/2016 6:10:41.000000 AM",
109,1040,219,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:29:00.000000 PM","11/23/2016 5:59:16.000000 AM",
110,1040,243,"PHN00055","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00055",,"N","10/8/2016 3:29:00.000000 PM","11/23/2016 5:57:39.000000 AM",
112,1040,224,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:29:00.000000 PM","11/23/2016 6:02:10.000000 AM",
113,1040,247,"PHN00055","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00055",,"N","10/8/2016 3:29:00.000000 PM","11/23/2016 5:57:54.000000 AM",
114,1040,229,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:32:00.000000 PM","11/23/2016 5:59:12.000000 AM",
115,1040,231,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:33:00.000000 PM","11/23/2016 5:58:47.000000 AM",
116,1040,234,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:34:00.000000 PM","11/23/2016 5:58:53.000000 AM",
117,1040,237,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:34:00.000000 PM","11/23/2016 5:58:37.000000 AM",
118,1040,240,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:35:00.000000 PM","11/23/2016 5:58:17.000000 AM",
119,1040,244,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:36:00.000000 PM","11/23/2016 5:57:44.000000 AM",
120,1040,246,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:37:00.000000 PM","11/23/2016 5:58:13.000000 AM",
281,1040,249,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:37:00.000000 PM","11/23/2016 5:58:04.000000 AM",
282,1040,250,"PHN00058","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00058",,"N","10/8/2016 3:38:00.000000 PM","11/23/2016 5:52:29.000000 AM",
325,1104,305,"PHN00038","PHN_Architect_IA","JOYSX1","CHANDSN","PHN00038",,"N","10/10/2016 1:52:02.000000 AM","2/11/2018 11:24:58.000000 PM",
326,1105,306,"PHN00034","PHN_Architect_CC","JOYSX1","CHANDSN","PHN00034",,"N","10/10/2016 2:00:18.000000 AM","2/11/2018 11:49:35.000000 PM",
327,1106,307,"PHN00039","PHN_Architect_CC","JOYSX1","CHANDSN","PHN00039",,"N","10/10/2016 2:04:35.000000 AM","2/11/2018 11:56:08.000000 PM",
328,1107,308,"PHN00041","PHN_Architect_CC","JOYSX1","CHANDSN","PHN00041",,"N","10/10/2016 2:33:41.000000 AM","2/11/2018 11:58:30.000000 PM",
1731,20550,20551,"PHN_Alinity_CC_B912",,"NISSECX","CHANDSN",,,"N","7/1/2019 3:10:10.000000 PM","7/22/2019 11:50:44.000000 AM",
1732,20551,20552,"PHN_Alinity_IA_CCK1",,"NISSECX","NISSECX",,,"N","7/1/2019 3:47:41.000000 PM","7/23/2019 5:07:09.000000 PM",
