SQL Statement which produced this data:
  SELECT 
     ROWID, PHM_ALGORITHM_IHN_SK, PHM_ALGORITHM_DEFINITIONS_SK, PHM_PATTERNS_SK, 
     IHN_CODE, IHN_LEVEL_1_DESCRIPTION, APP_AUDITS_CREATE_USER, 
     APP_AUDITS_MODIFY_USER, IHN_LEVEL_2_DESCRIPTION, IHN_LEVEL_3_DESCRIPTION, 
     DELETE_FLAG, APP_AUDITS_CREATE_DATE, APP_AUDITS_MODIFY_DATE, 
     ISSUE_DESCRIPTION
  FROM SVC_PHM_OWNER.PHM_ALGORITHM_IHNS;

PHM_ALGORITHM_IHN_SK,PHM_ALGORITHM_DEFINITIONS_SK,PHM_PATTERNS_SK,IHN_CODE,IHN_LEVEL_1_DESCRIPTION,APP_AUDITS_CREATE_USER,APP_AUDITS_MODIFY_USER,IHN_LEVEL_2_DESCRIPTION,IHN_LEVEL_3_DESCRIPTION,DELETE_FLAG,APP_AUDITS_CREATE_DATE,APP_AUDITS_MODIFY_DATE,ISSUE_DESCRIPTION
690,1002,10107,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot 2: Error 51: Object found in Gripper"
691,1002,10108,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot: Error 21: Moving Fault - Axis 1"
692,1002,10109,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot: Error 22: Moving Fault - Axis 2"
693,1002,10110,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot: Error 23: Moving Fault - Axis 3"
694,1002,10111,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot: Error 34: Axis 1 Homing Fault"
695,1002,10112,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot: Error 35: Axis 2 Homing Fault"
696,1002,10113,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot: Error 36: Axis 3 Homing Fault"
697,1002,10114,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot: Error 41: Gripper Open Fault"
698,1002,10115,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot: Error 42: Gripper Close Fault"
699,1002,10116,"PHN00028",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot: Error 48: Arm Limp"
700,1002,10117,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot: Error 50: Tube Lost"
701,1002,10118,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot: Error 51: Object found in Gripper"
702,1002,10119,"PHN00026",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Temperature Error"
703,1002,10120,"PHN00026",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge: Error 28: Total Timeout Expired"
704,1002,10121,"PHN00033",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","Decapper: Error 19: Grip/Release Cap Failure"
705,1002,10122,"PHN00033",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","Decapper: Error 20: Cap Drop Failure"
706,1002,10123,"PHN00032",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","Decapper: Error 21: Head Up Failure"
707,1002,10124,"PHN00032",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","Decapper: Error 22: Head Down Failure"
708,1002,10125,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","I/O Robot: Error 21: Moving Fault - Axis 1"
709,1002,10126,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","I/O Robot: Error 22: Moving Fault - Axis 2"
710,1002,10127,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","I/O Robot: Error 23: Moving Fault - Axis 3"
711,1002,10128,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","I/O Robot: Error 34: Axis 1 Homing Fault"
712,1002,10129,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","I/O Robot: Error 35: Axis 2 Homing Fault"
713,1002,10130,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","I/O Robot: Error 36: Axis 3 Homing Fault"
714,1002,10131,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","I/O Robot: Error 41: Gripper Open Fault"
715,1002,10132,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","I/O Robot: Error 42: Gripper Close Fault"
716,1002,10133,"PHN00028",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","I/O Robot: Error 48: Arm Limp"
717,1002,10134,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","I/O Robot: Error 50: Tube Lost"
718,1002,10135,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","I/O Robot: Error 51: Object found in Gripper"
719,1002,10136,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 101: Sample Presentation Error"
720,1002,10137,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 102: Sample Queue Error"
721,1002,10138,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 103: Carrier Missing"
722,1002,10139,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 113: Carrier not in list"
723,1002,10140,"PHN00016",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????"""
724,1002,10141,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 301: Carrier Did Not Pass - Pass Error"
725,1002,10142,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 302: Carrier Did Not Pass - Divert Error"
726,1002,10143,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 311: Entry Gate Pass Error"
727,1002,10144,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 312: BCR Pass Error"
728,1002,10145,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 317: Routine Input Gate Pass Error"
729,1002,10146,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 318: Priority Input Gate Pass Error"
730,1002,10147,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 325: Exit Divert Pass Error"
731,1002,10148,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 326: Piston Pass Error"
732,1002,10149,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS1: Error 327: Exit To Track Error"
733,1002,10150,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS2: Error 101: Sample Presentation Error"
734,1002,10151,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS2: Error 102: Sample Queue Error"
735,1002,10152,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS2: Error 103: Carrier Missing"
736,1002,10153,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS2: Error 113"
737,1002,10154,"PHN00016",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS2: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????"""
738,1002,10155,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS2: Error 301"
739,1002,10156,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:58.000000 PM","1/13/2018 1:20:58.000000 PM","LAS2: Error 302"
740,1002,10157,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS2: Error 311"
741,1002,10158,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS2: Error 312"
742,1002,10159,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS2: Error 317"
743,1002,10160,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS2: Error 318"
744,1002,10161,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS2: Error 325"
745,1002,10162,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS2: Error 326"
746,1002,10163,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS2: Error 327"
747,1002,10164,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 101: Sample Presentation Error"
748,1002,10165,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 102: Sample Queue Error"
749,1002,10166,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 103: Carrier Missing"
750,1002,10167,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 113"
751,1002,10168,"PHN00016",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????"""
752,1002,10169,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 301"
753,1002,10170,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 302"
754,1002,10171,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 311"
755,1002,10172,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 312"
756,1002,10173,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 317"
757,1002,10174,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 318"
758,1002,10175,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 325"
759,1002,10176,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 326"
760,1002,10177,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS3: Error 327"
761,1002,10178,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 101: Sample Presentation Error"
762,1002,10179,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 102: Sample Queue Error"
763,1002,10180,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 103: Carrier Missing"
764,1002,10181,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 113"
765,1002,10182,"PHN00016",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????"""
766,1002,10183,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 301"
767,1002,10184,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 302"
768,1002,10185,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 311"
769,1002,10186,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 312"
770,1002,10187,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 317"
771,1002,10188,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 318"
772,1002,10189,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 325"
773,1002,10190,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 326"
774,1002,10191,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS4: Error 327"
775,1002,10192,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS5: Error 101: Sample Presentation Error"
776,1002,10193,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS5: Error 102: Sample Queue Error"
777,1002,10194,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS5: Error 103: Carrier Missing"
778,1002,10195,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS5: Error 113"
779,1002,10196,"PHN00016",,"SYS","SYS",,,"N","1/13/2018 1:20:59.000000 PM","1/13/2018 1:20:59.000000 PM","LAS5: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????"""
780,1002,10197,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS5: Error 301"
781,1002,10198,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS5: Error 302"
782,1002,10199,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS5: Error 311"
783,1002,10200,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS5: Error 312"
784,1002,10201,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS5: Error 317"
785,1002,10202,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS5: Error 318"
786,1002,10203,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS5: Error 325"
787,1002,10204,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS5: Error 326"
788,1002,10205,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS5: Error 327"
789,1002,10206,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 101: Sample Presentation Error"
790,1002,10207,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 102: Sample Queue Error"
791,1002,10208,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 103: Carrier Missing"
792,1002,10209,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 113"
793,1002,10210,"PHN00016",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????"""
794,1002,10211,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 301"
795,1002,10212,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 302"
796,1002,10213,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 311"
797,1002,10214,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 312"
798,1002,10215,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 317"
799,1002,10216,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 318"
800,1002,10217,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 325"
801,1002,10218,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 326"
802,1002,10219,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS6: Error 327"
803,1002,10220,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 101: Sample Presentation Error"
804,1002,10221,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 102: Sample Queue Error"
805,1002,10222,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 103: Carrier Missing"
806,1002,10223,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 113"
807,1002,10224,"PHN00016",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????"""
808,1002,10225,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 301"
809,1002,10226,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 302"
810,1002,10227,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 311"
811,1002,10228,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 312"
812,1002,10229,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 317"
813,1002,10230,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 318"
814,1002,10231,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 325"
815,1002,10232,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 326"
816,1002,10233,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS7: Error 327"
817,1002,10234,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS8: Error 101: Sample Presentation Error"
818,1002,10235,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:21:00.000000 PM","1/13/2018 1:21:00.000000 PM","LAS8: Error 102: Sample Queue Error"
819,1002,10236,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","LAS8: Error 103: Carrier Missing"
820,1002,10237,"PHN000010",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","LAS8: Error 113"
821,1002,10238,"PHN00016",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","LAS8: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????"""
822,1002,10239,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","LAS8: Error 301"
823,1002,10240,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","LAS8: Error 302"
824,1002,10241,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","LAS8: Error 311"
825,1002,10242,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","LAS8: Error 312"
826,1002,10243,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","LAS8: Error 317"
827,1002,10244,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","LAS8: Error 318"
828,1002,10245,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","LAS8: Error 325"
829,1002,10246,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","LAS8: Error 326"
830,1002,10247,"PHN00012",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","LAS8: Error 327"
831,1002,10248,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:33:24.000000 PM","Overdue Carrier - Aliquoter Divert"
832,1002,10249,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:34:30.000000 PM","Overdue Carrier - Centrifuge 2 Gate A"
833,1002,10250,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","Overdue Carrier - Centrifuge 2 Gate B"
834,1002,10251,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","Overdue Carrier - Centrifuge 2 Gate C"
835,1002,10252,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:34:03.000000 PM","Overdue Carrier - Centrifuge Gate A"
836,1002,10253,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","Overdue Carrier - Centrifuge Gate B"
837,1002,10254,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","Overdue Carrier - Centrifuge Gate C"
838,1002,10255,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:27:17.000000 PM","Overdue Carrier - Decapper Divert Gate"
839,1002,10256,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","Overdue Carrier - Decapper Gate"
840,1002,10257,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:32:59.000000 PM","Overdue Carrier - Desealer Divert"
841,1002,10258,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","Overdue Carrier - Desealer Gate"
842,1002,10259,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:29:39.000000 PM","Overdue Carrier - Instrument 1 Gate"
843,1002,10260,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:30:07.000000 PM","Overdue Carrier - Instrument 2 Gate"
844,1002,10261,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:30:43.000000 PM","Overdue Carrier - Instrument 3 Gate"
